keyword,gender,age,country,region,level
小红帽/rotkappchen ,f,9999,其他,其他,A
活灵魂/almaviva,m,28,浙江,宁波,B
长白山 ,m,9999,其他,其他,A
活灵魂/almaviva,m,28,浙江,宁波,B
活灵魂/almaviva,m,9999,其他,其他,B
玛歌酒庄/chateau margaux,m,9999,其他,其他,B
红蔓庄园/tarapaca,m,9999,其他,其他,B
金蝴蝶/golden butterfly face,m,9999,其他,其他,C
华东/huadong,f,9999,其他,其他,C
活灵魂/almaviva,f,9999,浙江,湖州,B
玛歌酒庄/chateau margaux,m,9999,其他,其他,B
玛歌酒庄/chateau margaux,m,9999,其他,其他,B
活灵魂/almaviva,f,9999,浙江,湖州,B
新天/suntime,f,9999,其他,其他,C
作品一号/opus one,f,9999,其他,其他,A
活灵魂/almaviva,m,28,浙江,宁波,B
卓林/zonin,f,9999,其他,其他,A
蒙大菲/robert mondavi,m,9999,其他,其他,C
罗马假日,f,9999,其他,其他,D
罗马假日,f,9999,其他,其他,D
金蝴蝶/golden butterfly face,f,9999,其他,其他,C
罗马假日,f,9999,其他,其他,D
活灵魂/almaviva,f,9999,浙江,湖州,B
贝灵哲/beringer,m,9999,其他,其他,B
吉家乐世家/e. guigal,f,9999,其他,其他,C
通化/tonghua,f,9999,其他,其他,A
通化/tonghua,f,9999,其他,其他,A
通化/tonghua,m,9999,其他,其他,A
通化/tonghua,f,9999,其他,其他,A
通化/tonghua,m,9999,其他,其他,A
通化/tonghua,f,9999,其他,其他,A
通化/tonghua,f,9999,其他,其他,A
通化/tonghua,f,9999,其他,其他,A
通化/tonghua,f,9999,湖南,长沙,A
通化/tonghua,f,9999,北京,其他,A
通化/tonghua,f,9999,天津,河北区,A
通化/tonghua,f,9999,河南,新乡,A
通化/tonghua,f,31,上海,徐汇区,A
通化/tonghua,f,9999,上海,其他,A
通化/tonghua,f,9999,四川,成都,A
通化/tonghua,f,9999,广东,广州,A
通化/tonghua,f,32,湖南,衡阳,A
通化/tonghua,f,9999,广东,其他,A
通化/tonghua,f,26,广东,肇庆,A
通化/tonghua,f,9999,浙江,宁波,A
通化/tonghua,f,32,上海,长宁区,A
通化/tonghua,f,9999,湖南,长沙,A
通化/tonghua,f,9999,海外,英国,A
通化/tonghua,f,9999,香港,其他,A
通化/tonghua,f,9999,其他,其他,A
通化/tonghua,f,33,陕西,西安,A
通化/tonghua,f,9999,浙江,杭州,A
通化/tonghua,f,9999,广东,广州,A
通化/tonghua,f,9999,江苏,扬州,A
通化/tonghua,f,9999,上海,普陀区,A
通化/tonghua,f,36,江苏,南京,A
通化/tonghua,f,9999,浙江,杭州,A
通化/tonghua,f,9999,海外,美国,A
通化/tonghua,f,9999,山西,太原,A
通化/tonghua,f,9999,江苏,连云港,A
通化/tonghua,f,9999,广东,其他,A
通化/tonghua,f,9999,海外,新西兰,A
通化/tonghua,f,9999,湖北,武汉,A
通化/tonghua,f,29,江苏,苏州,A
通化/tonghua,f,30,广东,深圳,A
通化/tonghua,f,9999,浙江,杭州,A
通化/tonghua,f,30,广东,珠海,A
通化/tonghua,f,40,吉林,通化,A
通化/tonghua,f,9999,湖北,武汉,A
通化/tonghua,f,32,上海,长宁区,A
通化/tonghua,f,25,广东,深圳,A
蒙特斯/montes ,f,33,浙江,宁波,A
通化/tonghua,f,9999,四川,成都,A
通化/tonghua,f,9999,海外,其他,A
通化/tonghua,m,9999,重庆,其他,A
通化/tonghua,f,9999,其他,其他,A
通化/tonghua,f,9999,湖北,神农架,A
通化/tonghua,f,27,北京,朝阳区,A
通化/tonghua,f,9999,北京,海淀区,A
通化/tonghua,f,9999,广东,东莞,A
通化/tonghua,f,9999,广东,东莞,A
通化/tonghua,f,9999,海外,其他,A
通化/tonghua,f,9999,广东,深圳,A
银色高地,f,33,上海,黄浦区,A
卡赛欧,m,9999,陕西,西安,A
通化/tonghua,f,9999,其他,其他,A
小红帽/rotkappchen ,m,9999,浙江,杭州,A
通化/tonghua,f,9999,山东,淄博,A
银色高地,f,33,上海,黄浦区,A
银色高地,f,33,上海,黄浦区,A
罗马假日,f,9999,广东,其他,D
通化/tonghua,f,9999,其他,其他,A
卡特尔,f,9999,北京,朝阳区,A
通化/tonghua,f,9999,重庆,江北区,A
玛歌酒庄/chateau margaux,f,9999,其他,其他,B
集美,f,9999,其他,其他,A
蒙特斯/montes ,f,31,广东,清远,A
长白山 ,f,9999,贵州,贵阳,A
优尼特/riunite,f,32,广东,佛山,D
活灵魂/almaviva,m,28,浙江,宁波,B
活灵魂/almaviva,m,9999,其他,其他,B
通化/tonghua,f,28,江苏,南京,A
活灵魂/almaviva,f,9999,浙江,湖州,B
罗莎庄园,f,9999,其他,其他,C
银色高地,m,9999,上海,黄浦区,A
君顶,f,9999,海外,其他,D
通化/tonghua,f,9999,湖北,武汉,A
狮堡/lion bourg,m,9999,其他,其他,A
黄尾袋鼠/yellow tail,f,32,北京,朝阳区,B
西施佳雅,m,9999,上海,其他,A
玛歌酒庄/chateau margaux,m,9999,其他,其他,B
弗莱斯凯罗/cielo e terra,m,41,江苏,无锡,C
杰卡斯/jacob’s creek,f,9999,上海,浦东新区,B
杰卡斯/jacob’s creek,f,9999,上海,浦东新区,B
华东/huadong,m,9999,其他,其他,C
华东/huadong,m,9999,其他,其他,C
小红帽/rotkappchen ,m,9999,其他,其他,A
君顶,m,9999,山东,其他,D
拿戈卢/la gloire,f,9999,广东,东莞,A
华东/huadong,f,9999,上海,卢湾区,C
华东/huadong,m,9999,海外,法国,C
木桐嘉棣/mouton cadet,f,9999,上海,长宁区,B
托布雷,m,9999,广东,深圳,A
玛歌酒庄/chateau margaux,m,9999,其他,其他,B
夏迪/hardys,f,37,北京,海淀区,A
尼雅/niya ,m,9999,北京,朝阳区,C
活灵魂/almaviva,f,9999,浙江,湖州,B
华东/huadong,m,9999,其他,其他,C
玛歌酒庄/chateau margaux,m,9999,海外,英国,B
蒙大菲/robert mondavi,m,30,广东,深圳,C
巴图,f,9999,香港,其他,C
加州乐事,f,9999,上海,其他,B
新天/suntime,m,9999,其他,其他,C
木桐嘉棣/mouton cadet,f,9999,香港,其他,B
玛歌酒庄/chateau margaux,m,33,其他,其他,B
小龙船,m,9999,广东,东莞,A
桃乐丝/torres,f,9999,海外,澳大利亚,A
活灵魂/almaviva,m,28,浙江,宁波,B
王朝/dynasty ,m,9999,甘肃,其他,C
活灵魂/almaviva,m,9999,其他,其他,B
活灵魂/almaviva,m,28,浙江,宁波,B
菲斯奈特/freixenet,m,9999,其他,其他,C
巴黎庄园/cmp,f,9999,云南,玉溪,C
罗马假日,f,9999,广东,中山,D
通化/tonghua,f,28,其他,其他,A
蒙大菲/robert mondavi,m,9999,广东,珠海,C
蒙大菲/robert mondavi,f,9999,广东,广州,C
罗曼尼康帝庄园,m,43,北京,西城区,A
玛茜/rochemazet,m,32,海外,美国,C
五女山,m,33,辽宁,大连,A
君顶,f,9999,上海,黄浦区,D
小龙船,f,9999,其他,其他,A
蒙特斯/montes ,f,9999,北京,海淀区,A
干露/concha y toro ,m,9999,浙江,杭州,B
蒙特斯/montes ,m,9999,浙江,温州,A
若诗庄园/rosemount,f,9999,上海,其他,B
贾斯汀/divine justine,f,9999,广东,广州,A
贾斯汀/divine justine,m,29,四川,成都,A
贾斯汀/divine justine,m,9999,广东,中山,A
桃乐丝/torres,f,9999,上海,徐汇区,A
红魔鬼/casillero del diablo,m,9999,广东,深圳,B
贾斯汀/divine justine,m,9999,广东,广州,A
活灵魂/almaviva,m,28,浙江,宁波,B
贾斯汀/divine justine,m,9999,江苏,徐州,A
活灵魂/almaviva,m,28,浙江,宁波,B
罗马假日,f,9999,海外,意大利,D
红魔鬼/casillero del diablo,m,9999,其他,其他,B
小红帽/rotkappchen ,f,9999,山东,青岛,A
蒙大菲/robert mondavi,f,9999,广东,深圳,C
贝灵哲/beringer,m,9999,海外,美国,B
贾斯汀/divine justine,f,9999,上海,闸北区,A
贾斯汀/divine justine,f,9999,海外,其他,A
蒙特斯/montes ,m,9999,北京,朝阳区,A
贾斯汀/divine justine,m,9999,甘肃,兰州,A
贾斯汀/divine justine,f,9999,浙江,杭州,A
驼铃/tuo ling,f,34,安徽,合肥,A
贾斯汀/divine justine,f,32,广东,广州,A
贾斯汀/divine justine,f,9999,广东,湛江,A
贾斯汀/divine justine,m,9999,江苏,徐州,A
集美,f,31,福建,厦门,A
玛茜/rochemazet,f,9999,广东,佛山,C
贾斯汀/divine justine,f,9999,四川,绵阳,A
贾斯汀/divine justine,m,9999,四川,成都,A
贾斯汀/divine justine,f,9999,北京,东城区,A
贾斯汀/divine justine,f,9999,四川,成都,A
贾斯汀/divine justine,f,9999,上海,其他,A
活灵魂/almaviva,f,9999,广东,深圳,B
华东/huadong,m,42,江苏,南通,C
贾斯汀/divine justine,m,33,江苏,无锡,A
贾斯汀/divine justine,m,9999,其他,其他,A
黄尾袋鼠/yellow tail,m,9999,广东,深圳,B
首彩/handpicked,f,29,其他,其他,A
贾斯汀/divine justine,m,32,浙江,宁波,A
华东/huadong,m,9999,山东,青岛,C
贾斯汀/divine justine,m,9999,江苏,南京,A
红蔓庄园/tarapaca,f,9999,海外,其他,B
贾斯汀/divine justine,m,29,山东,青岛,A
贾斯汀/divine justine,m,9999,上海,黄浦区,A
蒙大菲/robert mondavi,f,9999,广东,其他,C
蒙特斯/montes ,m,9999,广东,其他,A
贾斯汀/divine justine,m,9999,安徽,合肥,A
贾斯汀/divine justine,m,9999,广东,佛山,A
贾斯汀/divine justine,f,9999,浙江,其他,A
贾斯汀/divine justine,f,28,广东,佛山,A
贾斯汀/divine justine,m,9999,广东,中山,A
贾斯汀/divine justine,m,30,北京,朝阳区,A
贾斯汀/divine justine,m,34,海外,芬兰,A
贾斯汀/divine justine,f,9999,其他,其他,A
贾斯汀/divine justine,m,9999,广东,中山,A
通天,f,32,江苏,苏州,B
菲斯奈特/freixenet,m,38,广东,中山,C
贾斯汀/divine justine,f,24,广东,广州,A
贾斯汀/divine justine,m,9999,广东,广州,A
贾斯汀/divine justine,m,9999,北京,其他,A
蓝仙姑,m,9999,海外,其他,B
贾斯汀/divine justine,f,9999,上海,黄浦区,A
贾斯汀/divine justine,f,9999,山东,其他,A
贾斯汀/divine justine,m,9999,台湾,台中市,A
罗马假日,m,9999,四川,成都,D
奔富蔻兰山/koonunga hill,m,9999,其他,其他,C
王朝/dynasty ,f,9999,天津,其他,C
五女山,f,9999,广东,深圳,A
贾斯汀/divine justine,m,9999,广东,河源,A
奔富蔻兰山/koonunga hill,m,9999,其他,其他,C
蒙特斯/montes ,m,9999,其他,其他,A
黄尾袋鼠/yellow tail,f,33,湖北,武汉,B
贾斯汀/divine justine,m,31,广东,东莞,A
贾斯汀/divine justine,m,23,广东,中山,A
贾斯汀/divine justine,f,9999,海外,澳大利亚,A
贾斯汀/divine justine,m,25,广东,佛山,A
贾斯汀/divine justine,m,9999,河南,洛阳,A
贾斯汀/divine justine,f,29,广东,广州,A
贾斯汀/divine justine,m,26,广东,东莞,A
贾斯汀/divine justine,m,9999,北京,朝阳区,A
路易亚都世家/louis jadot ,f,9999,北京,海淀区,C
贾斯汀/divine justine,m,9999,黑龙江,哈尔滨,A
火地岛,m,37,海外,巴西,A
新天/suntime,m,9999,上海,静安区,C
贾斯汀/divine justine,f,23,海外,日本,A
贾斯汀/divine justine,m,9999,广东,东莞,A
驼铃/tuo ling,m,9999,新疆,乌鲁木齐,A
驼铃/tuo ling,m,9999,新疆,乌鲁木齐,A
驼铃/tuo ling,m,9999,新疆,乌鲁木齐,A
贾斯汀/divine justine,f,32,黑龙江,哈尔滨,A
杰卡斯/jacob’s creek,f,9999,四川,成都,B
君顶,m,9999,其他,其他,D
香格里拉/shangri-la,f,9999,北京,其他,A
贾斯汀/divine justine,f,32,北京,朝阳区,A
奥兰,f,9999,上海,浦东新区,A
黄尾袋鼠/yellow tail,m,9999,湖南,长沙,B
西施佳雅,m,9999,天津,和平区,A
小红帽/rotkappchen ,m,9999,浙江,杭州,A
蒙特斯/montes ,m,9999,河北,其他,A
贾斯汀/divine justine,m,9999,其他,其他,A
新天/suntime,m,9999,广东,惠州,C
蒙大菲/robert mondavi,f,9999,江苏,扬州,C
贾斯汀/divine justine,m,9999,其他,其他,A
贾斯汀/divine justine,f,9999,其他,其他,A
贾斯汀/divine justine,m,9999,河南,洛阳,A
干露/concha y toro ,m,9999,广东,广州,B
加州乐事,m,30,广东,佛山,B
蒙特斯/montes ,f,9999,其他,其他,A
首彩/handpicked,m,9999,上海,其他,A
贾斯汀/divine justine,m,34,广东,广州,A
利达民/lindemans,m,9999,其他,其他,B
酩悦/moet&amp;chandon,f,9999,上海,普陀区,A
西施佳雅,m,9999,广东,广州,A
贾斯汀/divine justine,m,9999,上海,长宁区,A
贾斯汀/divine justine,m,9999,广东,广州,A
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
贾斯汀/divine justine,f,9999,其他,其他,A
长城/greatwall ,m,9999,上海,闸北区,C
黄尾袋鼠/yellow tail,f,9999,广东,深圳,B
作品一号/opus one,f,9999,海外,美国,A
小红帽/rotkappchen ,f,9999,上海,卢湾区,A
黄尾袋鼠/yellow tail,m,9999,上海,浦东新区,B
贾斯汀/divine justine,f,9999,江苏,南京,A
香格里拉/shangri-la,f,36,北京,宣武区,A
活灵魂/almaviva,m,28,浙江,宁波,B
贾斯汀/divine justine,m,32,江苏,南通,A
山地文/sandeman,m,9999,海外,法国,C
加州乐事,m,9999,辽宁,大连,B
木桐嘉棣/mouton cadet,f,9999,广东,其他,B
名庄靓年,m,9999,其他,其他,A
君顶,f,9999,山东,济南,D
华东/huadong,f,43,上海,其他,C
桃乐丝/torres,m,9999,香港,东区,A
罗莎庄园,m,9999,海外,澳大利亚,C
干露/concha y toro ,m,9999,天津,其他,B
贾斯汀/divine justine,m,9999,湖南,长沙,A
桃乐丝/torres,f,32,其他,其他,A
活灵魂/almaviva,m,28,浙江,宁波,B
活灵魂/almaviva,f,9999,江苏,苏州,B
华东/huadong,f,9999,上海,其他,C
贾斯汀/divine justine,m,9999,北京,朝阳区,A
华东/huadong,f,9999,其他,其他,C
若诗庄园/rosemount,m,9999,其他,其他,B
若诗庄园/rosemount,m,9999,其他,其他,B
dile,f,9999,湖南,长沙,C
西施佳雅,f,9999,云南,昆明,A
火烈鸟,m,9999,浙江,杭州,A
木桐嘉棣/mouton cadet,m,9999,上海,静安区,B
驼铃/tuo ling,m,37,云南,丽江,A
香格里拉/shangri-la,m,9999,海外,澳大利亚,A
活灵魂/almaviva,m,28,浙江,宁波,B
路易拉菲/louis lafon ,f,9999,河南,郑州,A
贾斯汀/divine justine,m,34,其他,其他,A
雄狮酒庄/chateau leoville-las cases,m,40,广东,广州,B
奔富蔻兰山/koonunga hill,m,9999,上海,浦东新区,C
王朝/dynasty ,f,9999,湖北,武汉,C
奔富蔻兰山/koonunga hill,m,9999,上海,浦东新区,C
奔富蔻兰山/koonunga hill,m,9999,上海,浦东新区,C
奔富蔻兰山/koonunga hill,m,9999,江苏,南京,C
艾维娜/invina,m,32,广东,广州,A
集美,m,9999,广东,惠州,A
玛茜/rochemazet,m,9999,广西,南宁,C
活灵魂/almaviva,f,9999,浙江,湖州,B
蒙特斯/montes ,f,9999,广东,佛山,A
加州乐事,f,9999,香港,其他,B
罗莎庄园,m,9999,海外,英国,C
首彩/handpicked,f,9999,上海,浦东新区,A
罗莎庄园,m,9999,海外,英国,C
新天/suntime,m,9999,北京,朝阳区,C
罗莎庄园,m,9999,海外,英国,C
小红帽/rotkappchen ,m,33,浙江,其他,A
君顶,m,47,广东,深圳,D
依拉苏/errazuriz,f,9999,其他,其他,A
卓林/zonin,m,33,广东,广州,A
杰卡斯/jacob’s creek,f,9999,海外,美国,B
蒙特斯/montes ,m,9999,北京,海淀区,A
贾斯汀/divine justine,f,9999,上海,其他,A
蒙大菲/robert mondavi,f,9999,海外,美国,C
帕尔曼/perlman,f,9999,上海,虹口区,A
蒙特斯/montes ,f,39,北京,其他,A
中澳袋鼠/c&a kangaroo,m,9999,其他,其他,A
天阶/babylonstoren,m,9999,广东,佛山,A
华东/huadong,m,9999,上海,闸北区,C
安徒生,f,9999,其他,其他,B
小红帽/rotkappchen ,f,9999,四川,成都,A
首彩/handpicked,f,9999,广东,深圳,A
酩悦/moet&amp;chandon,f,9999,香港,其他,A
玛歌酒庄/chateau margaux,f,9999,其他,其他,B
山图/shantu,f,33,福建,厦门,C
木桐古堡/ch. mouton rothschild,f,9999,北京,西城区,D
黄尾袋鼠/yellow tail,f,9999,上海,浦东新区,B
活灵魂/almaviva,m,28,浙江,宁波,B
木桐嘉棣/mouton cadet,m,9999,湖南,长沙,B
名庄靓年,m,9999,其他,其他,A
玛歌酒庄/chateau margaux,f,9999,上海,黄浦区,B
贾斯汀/divine justine,f,9999,广东,广州,A
玛歌酒庄/chateau margaux,m,9999,北京,朝阳区,B
木桐古堡/ch. mouton rothschild,m,9999,陕西,西安,D
新天/suntime,m,9999,福建,厦门,C
蒙特斯/montes ,f,9999,北京,西城区,A
黄尾袋鼠/yellow tail,f,9999,广东,惠州,B
奔富蔻兰山/koonunga hill,m,9999,上海,卢湾区,C
红魔鬼/casillero del diablo,m,38,海外,其他,B
干露/concha y toro ,m,35,浙江,温州,B
活灵魂/almaviva,m,28,浙江,宁波,B
双掌,m,9999,广东,佛山,C
君顶,m,9999,上海,其他,D
尼德堡,f,9999,其他,其他,B
优尼特/riunite,m,9999,其他,其他,D
贝灵哲/beringer,m,9999,其他,其他,B
杰卡斯/jacob’s creek,m,9999,广东,江门,B
拿戈卢/la gloire,f,9999,湖北,武汉,A
佳得美庄园/chateau cantemerle,m,9999,其他,其他,B
露森/dr. loosen,f,9999,其他,其他,B
玛歌酒庄/chateau margaux,m,9999,上海,徐汇区,B
依拉苏/errazuriz,m,9999,其他,其他,A
木桐嘉棣/mouton cadet,m,9999,广东,深圳,B
桃乐丝/torres,f,9999,海外,澳大利亚,A
依拉苏/errazuriz,m,9999,上海,普陀区,A
罗马假日,f,9999,北京,其他,D
罗马假日,f,9999,香港,其他,D
罗马假日,f,9999,其他,其他,D
罗马假日,f,9999,北京,朝阳区,D
长白山 ,m,9999,其他,其他,A
华东/huadong,f,9999,上海,其他,C
蒙大菲/robert mondavi,m,9999,山东,青岛,C
金蝴蝶/golden butterfly face,f,9999,广东,梅州,C
路易亚都世家/louis jadot ,m,52,福建,泉州,C
华东/huadong,m,9999,上海,长宁区,C
弗莱斯凯罗/cielo e terra,f,9999,辽宁,大连,C
加州乐事,m,9999,安徽,巢湖,B
法莱雅,m,31,北京,朝阳区,A
波图/poto,m,9999,广东,云浮,A
小龙船,m,9999,广东,广州,A
木桐嘉棣/mouton cadet,m,9999,江苏,南京,B
香奈/j.p.chenet ,f,9999,海外,芬兰,A
蒙大菲/robert mondavi,m,33,海外,美国,C
君顶,f,34,湖南,长沙,D
杰卡斯/jacob’s creek,m,9999,四川,成都,B
伊拉苏,m,9999,广东,其他,A
桃乐丝/torres,m,9999,广东,广州,A
玛歌酒庄/chateau margaux,m,9,海南,海口,B
贾斯汀/divine justine,f,9999,上海,其他,A
力士金,m,8,广东,深圳,B
加州乐事,m,35,浙江,舟山,B
蒙特斯/montes ,f,9999,江苏,其他,A
拿戈卢/la gloire,m,37,广东,深圳,A
布朗兄弟酒庄/brown brothers,f,9999,广东,广州,A
金蝴蝶/golden butterfly face,m,9999,广东,佛山,C
木桐嘉棣/mouton cadet,f,9999,北京,其他,B
小龙船,m,9999,广东,广州,A
桃乐丝/torres,f,9999,江苏,南通,A
若诗庄园/rosemount,f,9999,海外,新西兰,B
玛歌酒庄/chateau margaux,m,9999,其他,其他,B
小红帽/rotkappchen ,m,9999,其他,其他,A
卓林/zonin,m,9999,北京,朝阳区,A
菲斯奈特/freixenet,m,9999,北京,朝阳区,C
菲斯奈特/freixenet,m,9999,北京,朝阳区,C
菲斯奈特/freixenet,m,9999,北京,朝阳区,C
银色高地,m,9999,其他,其他,A
利达民/lindemans,m,9999,其他,其他,B
布朗兄弟酒庄/brown brothers,m,9999,北京,朝阳区,A
布朗兄弟酒庄/brown brothers,m,9999,北京,朝阳区,A
奔富蔻兰山/koonunga hill,m,9999,北京,朝阳区,C
杰卡斯/jacob’s creek,f,34,海外,新西兰,B
贾斯汀/divine justine,m,30,广西,贺州,A
活灵魂/almaviva,f,9999,上海,浦东新区,B
蒙大菲/robert mondavi,m,9999,上海,其他,C
集美,f,34,北京,其他,A
玛歌酒庄/chateau margaux,f,9999,其他,其他,B
香奈/j.p.chenet ,f,9999,湖南,长沙,A
芙华/la fiole,m,32,海外,英国,C
活灵魂/almaviva,m,28,浙江,宁波,B
布朗兄弟酒庄/brown brothers,m,9999,北京,朝阳区,A
桃乐丝/torres,m,9999,北京,朝阳区,A
桃乐丝/torres,m,9999,北京,朝阳区,A
华东/huadong,m,9999,北京,朝阳区,C
尼雅/niya ,f,9999,上海,其他,C
活灵魂/almaviva,f,9999,浙江,湖州,B
华东/huadong,f,9999,广东,深圳,C
露森/dr. loosen,m,9999,其他,其他,B
活灵魂/almaviva,f,9999,浙江,湖州,B
香奈/j.p.chenet ,f,9999,广东,东莞,A
长白山 ,f,9999,山西,太原,A
罗莎庄园,m,9999,海外,英国,C
罗莎庄园,m,9999,海外,英国,C
罗莎庄园,m,9999,海外,英国,C
帕尔曼/perlman,m,9999,北京,朝阳区,A
贾斯汀/divine justine,m,9999,广东,深圳,A
银色高地,m,9999,其他,其他,A
尼雅/niya ,f,9999,其他,其他,C
尼雅/niya ,m,9999,江苏,苏州,C
布朗兄弟酒庄/brown brothers,f,34,海外,澳大利亚,A
小龙船,f,9999,四川,成都,A
双掌,m,36,云南,昆明,C
长白山 ,f,31,上海,浦东新区,A
长白山 ,f,33,上海,杨浦区,A
长白山 ,m,9999,上海,闸北区,A
麦格根/mcguigan,f,9999,海外,新西兰,B
首彩/handpicked,f,9999,广东,深圳,A
罗曼尼康帝庄园,f,31,上海,黄浦区,A
巴图,m,9999,广东,汕尾,C
